"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Municipal water withdrawal (10^9 m3/year)","Saint Kitts and Nevis",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.0154,"I",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Saint Lucia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2007,0.0125,"I",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Saint Vincent and the Grenadines",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2013,0.0085,"I",
"Municipal water withdrawal (10^9 m3/year)","Samoa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","San Marino",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Sao Tome and Principe",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2016,0.0147,"",
"Municipal water withdrawal (10^9 m3/year)","Saudi Arabia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.517,"",,,,"",,2000,2.277,"L",,2006,2.13,"E",,2012,2.527,"",,2017,3.15,"",
"Municipal water withdrawal (10^9 m3/year)","Senegal",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.068,"",,,,"",,,,"",,2002,0.098,"I",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Serbia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2016,0.662,"",
"Municipal water withdrawal (10^9 m3/year)","Seychelles",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1989,0.0099,"",,,,"",,2000,0.0108,"L",,2005,0.009,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Sierra Leone",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.026,"",,,,"",,,,"",,2000,0.0955,"L",,2005,0.111,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Singapore",,,"",,,,"",,,,"",,1975,0.0855,"",,,,"",,,,"",,,,"",,,,"",,2000,0.8771,"L",,2005,1.078,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Slovakia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.482,"E",,2002,0.4159,"E",,2007,0.3585,"E",,2012,0.3058,"E",,2016,0.2863,"",
"Municipal water withdrawal (10^9 m3/year)","Slovenia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.2593,"E",,1997,0.2536,"E",,2002,0.1871,"E",,2007,0.1674,"E",,2012,0.1617,"E",,2016,0.1618,"",
"Municipal water withdrawal (10^9 m3/year)","Solomon Islands",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Somalia",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.024,"",,,,"",,,,"",,2000,0.01,"L",,2003,0.015,"I",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","South Africa",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,2.281,"",,1995,3.092,"I",,2000,3.904,"",,,,"",,,,"",,2013,4.185,"",
"Municipal water withdrawal (10^9 m3/year)","South Sudan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2011,0.193,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Spain",,,"",,,,"",,,,"",,,,"",,,,"",,1986,5.502,"",,1991,6.8,"E",,1997,4.509,"E",,2002,5.448,"E",,2007,5.898,"E",,2012,5.308,"E",,2014,4.552,"",
"Municipal water withdrawal (10^9 m3/year)","Sri Lanka",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.195,"",,,,"",,2000,0.497,"L",,2005,0.805,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Sudan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2011,0.95,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Suriname",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.028,"",,,,"",,,,"",,2000,0.03,"L",,2006,0.0493,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Sweden",,,"",,,,"",,1970,0.981,"E",,1975,1.038,"E",,1980,1.006,"E",,,,"",,1992,1.016,"E",,1997,1.052,"E",,2002,1.038,"E",,2007,1.0,"E",,2010,1.019,"E",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Switzerland",,,"",,,,"",,1970,1.14,"E",,1975,1.129,"E",,1980,1.103,"E",,1985,1.143,"E",,1992,1.192,"E",,1997,1.056,"E",,2002,1.069,"E",,2006,0.981,"E",,2012,1.202,"E",,2016,0.932,"",
"Municipal water withdrawal (10^9 m3/year)","Syrian Arab Republic",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,1.169,"",,2002,1.38,"",,2005,1.475,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Tajikistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,0.412,"",,2000,0.44,"L",,2006,0.647,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Thailand",,,"",,,,"",,,,"",,,,"",,1982,0.898,"",,1987,1.262,"",,1990,1.496,"",,,,"",,,,"",,2007,2.739,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Timor-Leste",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.0107,"I",,2004,0.099,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Togo",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.056,"",,,,"",,,,"",,2002,0.089,"",,2005,0.1407,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Tokelau",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Tonga",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Trinidad and Tobago",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,0.1876,"",,2000,0.198,"",,2005,0.214,"I",,2011,0.2376,"I",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Tunisia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.261,"",,1995,0.313,"I",,2000,0.365,"",,,,"",,2011,0.496,"I",,2017,0.137,"",
"Municipal water withdrawal (10^9 m3/year)","Turkey",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,5.2,"",,,,"",,2000,6.4,"",,2003,6.2,"",,,,"",,2016,5.839,"",
"Municipal water withdrawal (10^9 m3/year)","Turkmenistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,0.349,"",,2000,0.597,"L",,2004,0.755,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Tuvalu",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Uganda",,,"",,,,"",,1970,0.064,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.1514,"L",,,,"",,2008,0.328,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Ukraine",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,4.637,"",,,,"",,2000,3.311,"I",,2005,3.318,"I",,2010,3.266,"I",,2016,2.423,"",
"Municipal water withdrawal (10^9 m3/year)","United Arab Emirates",,,"",,,,"",,,,"",,,,"",,1980,0.099,"",,,,"",,,,"",,1995,0.5,"",,2000,0.5138,"I",,2005,0.617,"I",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","United Kingdom",,,"",,,,"",,,,"",,,,"",,1980,6.975,"E",,1985,7.143,"E",,,,"",,,,"",,2002,7.312,"E",,2007,5.99,"E",,2011,5.866,"E",,2016,6.227,"",
"Municipal water withdrawal (10^9 m3/year)","United Republic of Tanzania",,,"",,,,"",,1970,0.101,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,0.527,"K",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","United States of America",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,60.67,"",,,,"",,2000,64.0,"",,2005,65.44,"",,2010,62.09,"",,2015,58.39,"",
"Municipal water withdrawal (10^9 m3/year)","Uruguay",,,"",,1965,0.039,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.41,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Uzbekistan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1994,2.582,"",,2001,3.45,"",,2005,4.1,"",,,,"",,2016,2.436,"",
"Municipal water withdrawal (10^9 m3/year)","Vanuatu",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Venezuela (Bolivarian Republic of)",,,"",,,,"",,1970,1.763,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,4.411,"L",,2005,5.123,"L",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Viet Nam",,,"",,,,"",,,,"",,,,"",,1980,1.32,"",,1985,1.75,"",,,,"",,,,"",,2000,1.051,"L",,2005,1.206,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Yemen",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.201,"",,,,"",,2000,0.272,"",,2005,0.265,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Zambia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.301,"",,1994,0.27,"",,2000,0.29,"L",,,,"",,,,"",,,,"",
"Municipal water withdrawal (10^9 m3/year)","Zimbabwe",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.171,"",,,,"",,,,"",,2002,0.589,"",,2007,0.425,"",,,,"",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Total water withdrawal (10^9 m3/year)","Afghanistan",,,"",,,,"",,,,"",,1975,10.7,"",,,,"",,1987,26.11,"",,,,"",,,,"",,2000,20.28,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Albania",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,1.2,"",,,,"",,2000,1.838,"L",,2006,1.311,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Algeria",,,"",,,,"",,1970,2.0,"",,1975,2.5,"",,1980,3.0,"",,1985,3.5,"",,1990,4.5,"",,,,"",,2001,5.723,"I",,,,"",,2012,8.425,"I",,2016,9.978,"",
"Total water withdrawal (10^9 m3/year)","Andorra",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Angola",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.48,"",,,,"",,,,"",,2000,0.6405,"L",,2005,0.7058,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Antigua and Barbuda",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.005,"",,,,"",,,,"",,2005,0.0084,"L",,2012,0.0115,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Argentina",,,"",,,,"",,,,"",,1976,27.6,"",,,,"",,,,"",,,,"",,1995,28.58,"",,,,"",,,,"",,2011,37.78,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Armenia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,2.925,"",,2002,1.733,"I",,2007,2.858,"I",,2012,2.941,"",,2017,2.847,"",
"Total water withdrawal (10^9 m3/year)","Australia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,22.19,"E",,2001,21.7,"",,2005,18.76,"",,2012,16.02,"",,2016,16.13,"",
"Total water withdrawal (10^9 m3/year)","Austria",,,"",,,,"",,,,"",,,,"",,1980,3.342,"E",,1985,3.58,"E",,1990,3.807,"E",,1997,3.644,"E",,2002,3.668,"E",,,,"",,2010,3.492,"E",,,,"",
"Total water withdrawal (10^9 m3/year)","Azerbaijan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,16.2,"",,1997,12.51,"",,2002,10.07,"",,2007,12.27,"",,2012,11.97,"",,2017,12.78,"",
"Total water withdrawal (10^9 m3/year)","Bahamas",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Bahrain",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1990,0.239,"",,,,"",,,,"",,2003,0.3574,"",,,,"",,2016,0.4344,"",
"Total water withdrawal (10^9 m3/year)","Bangladesh",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,35.87,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Barbados",1962,0.03,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.081,"I",,,,"",,2005,0.081,"I",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Belarus",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,1.98,"",,2000,1.837,"",,2005,1.706,"",,2010,1.548,"",,2016,1.452,"",
"Total water withdrawal (10^9 m3/year)","Belgium",,,"",,,,"",,,,"",,,,"",,1980,9.03,"",,,,"",,,,"",,1997,7.69,"E",,2002,6.738,"E",,2007,6.217,"E",,2009,6.005,"E",,,,"",
"Total water withdrawal (10^9 m3/year)","Belize",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.02,"",,,,"",,,,"",,2000,0.101,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Benin",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.11,"",,,,"",,,,"",,2001,0.13,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Bhutan",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2008,0.338,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Bolivia (Plurinational State of)",,,"",,,,"",,,,"",,,,"",,,,"",,1987,1.24,"",,,,"",,,,"",,,,"",,,,"",,2009,2.088,"I",,,,"",
"Total water withdrawal (10^9 m3/year)","Bosnia and Herzegovina",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,0.3341,"E",,2012,0.329,"",,2013,0.3279,"E",
"Total water withdrawal (10^9 m3/year)","Botswana",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.09,"",,1992,0.113,"",,1995,0.1434,"I",,2000,0.194,"",,,,"",,2012,0.1943,"",,2016,0.2013,"",
"Total water withdrawal (10^9 m3/year)","Brazil",,,"",,,,"",,,,"",,,,"",,,,"",,1987,35.04,"",,,,"",,1996,54.87,"",,,,"",,2006,58.07,"",,2010,74.83,"",,2016,63.5,"",
"Total water withdrawal (10^9 m3/year)","Brunei Darussalam",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.076,"",,1994,0.092,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Bulgaria",,,"",,,,"",,,,"",,,,"",,1980,14.18,"",,1985,14.09,"I",,1990,7.494,"K",,,,"",,2002,6.589,"E",,2007,6.202,"E",,2012,5.715,"E",,2015,5.629,"",
"Total water withdrawal (10^9 m3/year)","Burkina Faso",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.29,"",,1992,0.376,"",,,,"",,2001,0.7157,"L",,2005,0.818,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Burundi",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.1,"",,,,"",,,,"",,2000,0.288,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Cabo Verde",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2001,0.022,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Cambodia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2006,2.184,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Cameroon",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.396,"",,1992,0.4,"",,,,"",,2000,0.9664,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Canada",,,"",,,,"",,,,"",,,,"",,,,"",,1986,42.2,"",,1991,45.09,"E",,1996,42.21,"E",,,,"",,2007,41.32,"E",,2009,38.8,"E",,2015,35.73,"",
"Total water withdrawal (10^9 m3/year)","Central African Republic",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.0194,"I",,,,"",,,,"",,2000,0.0662,"L",,2005,0.0725,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Chad",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.181,"",,,,"",,,,"",,2002,0.8492,"L",,2005,0.8796,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Chile",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,20.29,"I",,,,"",,,,"",,2006,35.43,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","China",,,"",,,,"",,,,"",,,,"",,1980,443.7,"",,1985,481.1,"I",,1990,500.0,"",,1993,525.4,"",,2000,549.8,"",,2007,571.3,"",,2012,603.3,"",,2015,598.1,"",
"Total water withdrawal (10^9 m3/year)","Colombia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,7.746,"I",,,,"",,2008,11.77,"I",,,,"",
"Total water withdrawal (10^9 m3/year)","Comoros",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1999,0.01,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Congo",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.04,"",,,,"",,,,"",,2002,0.046,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Cook Islands",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Costa Rica",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,2.339,"",,2015,3.194,"",
"Total water withdrawal (10^9 m3/year)","Côte d'Ivoire",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.709,"",,1990,1.1,"",,1994,1.232,"",,2000,1.409,"L",,2005,1.549,"L",,,,"",,2014,1.162,"",
"Total water withdrawal (10^9 m3/year)","Croatia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2012,0.6693,"K",,2013,0.6338,"E",
"Total water withdrawal (10^9 m3/year)","Cuba",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1995,5.211,"",,,,"",,2007,4.937,"I",,,,"",,2013,6.959,"",
"Total water withdrawal (10^9 m3/year)","Cyprus",,,"",,,,"",,,,"",,1975,0.155,"I",,1980,0.177,"I",,1985,0.2,"I",,1990,0.226,"",,1993,0.211,"",,2002,0.2102,"K",,2007,0.2166,"K",,2012,0.2558,"K",,2016,0.317,"I",
"Total water withdrawal (10^9 m3/year)","Czechia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1997,2.493,"E",,2002,1.908,"E",,2007,1.969,"E",,2012,1.841,"E",,2016,1.635,"",
"Total water withdrawal (10^9 m3/year)","Democratic People's Republic of Korea",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,8.658,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Democratic Republic of the Congo",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.5841,"L",,2005,0.6836,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Denmark",,,"",,,,"",,1970,0.72,"E",,1975,1.205,"E",,1980,1.205,"E",,1985,1.705,"E",,1990,1.261,"E",,1997,0.9325,"E",,2002,0.6679,"E",,2007,0.5708,"E",,2012,0.652,"E",,,,"",
"Total water withdrawal (10^9 m3/year)","Djibouti",,,"",,,,"",,,,"",,,,"",,,,"",,1985,0.008,"",,,,"",,,,"",,2000,0.019,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Dominica",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1996,0.0166,"",,2000,0.0166,"",,2004,0.0166,"",,2010,0.02,"I",,,,"",
"Total water withdrawal (10^9 m3/year)","Dominican Republic",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,4.865,"I",,2005,5.47,"I",,2010,7.156,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Ecuador",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,9.369,"L",,2005,9.918,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Egypt",,,"",,,,"",,,,"",,1975,48.2,"",,,,"",,,,"",,,,"",,1995,58.87,"I",,2000,68.3,"",,,,"",,2012,72.3,"",,2017,77.5,"",
"Total water withdrawal (10^9 m3/year)","El Salvador",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,0.729,"",,,,"",,2000,1.376,"L",,2005,2.118,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Equatorial Guinea",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.01,"",,,,"",,,,"",,2000,0.0174,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Eritrea",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.4134,"L",,2004,0.582,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Estonia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,2.63,"E",,1995,1.358,"",,2002,1.413,"E",,2007,1.834,"E",,2012,1.631,"",,2014,1.72,"",
"Total water withdrawal (10^9 m3/year)","Eswatini",,,"",,,,"",,,,"",,,,"",,1980,0.657,"",,,,"",,,,"",,,,"",,2000,1.042,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Ethiopia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2002,5.558,"I",,2005,7.861,"I",,,,"",,2016,10.55,"K",
"Total water withdrawal (10^9 m3/year)","Faroe Islands",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Fiji",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.03,"",,,,"",,,,"",,2000,0.0817,"I",,2005,0.0849,"I",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Finland",,,"",,,,"",,1970,3.3,"E",,1975,3.55,"E",,1980,3.7,"E",,1985,4.0,"E",,1990,2.347,"E",,1995,2.586,"E",,1999,2.328,"E",,2006,6.562,"E",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","France",,,"",,,,"",,,,"",,,,"",,1980,30.97,"E",,1985,34.89,"E",,1992,39.22,"E",,1997,30.34,"E",,2002,32.37,"E",,2007,31.41,"E",,2012,28.06,"",,2016,29.37,"",
"Total water withdrawal (10^9 m3/year)","Gabon",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.06,"",,,,"",,,,"",,2000,0.1203,"L",,2005,0.1391,"L",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Gambia",,,"",,,,"",,,,"",,,,"",,1982,0.02,"",,,,"",,,,"",,,,"",,2000,0.0905,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Georgia",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,1.813,"I",,2008,1.823,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Germany",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,46.27,"E",,1995,45.2,"",,2001,39.15,"E",,2007,32.3,"E",,2010,33.04,"E",,2013,25.33,"",
"Total water withdrawal (10^9 m3/year)","Ghana",,,"",,,,"",,1970,0.3,"I",,,,"",,,,"",,,,"",,,,"",,,,"",,2000,0.982,"I",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Greece",,,"",,,,"",,1970,4.254,"E",,1975,4.276,"E",,1980,5.04,"E",,1985,5.496,"E",,1992,8.038,"E",,1997,8.695,"E",,2002,9.259,"E",,2007,9.63,"K",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Grenada",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2005,0.01,"",,,,"",,2014,0.0141,"I",
"Total water withdrawal (10^9 m3/year)","Guatemala",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2006,3.324,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Guinea",,,"",,,,"",,,,"",,,,"",,,,"",,1987,0.74,"",,,,"",,,,"",,2001,0.5533,"L",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Guinea-Bissau",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.0166,"",,1996,0.175,"",,2000,0.175,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Guyana",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1992,1.46,"",,,,"",,2000,1.64,"L",,,,"",,2010,1.445,"I",,,,"",
"Total water withdrawal (10^9 m3/year)","Haiti",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,1991,0.9799,"",,1995,1.285,"",,,,"",,,,"",,2009,1.45,"L",,,,"",
"Total water withdrawal (10^9 m3/year)","Holy See",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Honduras",,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,2003,1.607,"",,,,"",,,,"",
"Total water withdrawal (10^9 m3/year)","Hungary",,,"",,,,"",,1970,2.98,"E",,1975,3.965,"E",,1980,4.805,"E",,1985,6.351,"",,1992,7.137,"E",,1996,6.01,"E",,2002,5.72,"K",,2007,5.584,"E",,2012,5.051,"E",,,,"",
